Key,Value
62282512,Le Cairn de Balthobam
63331146,Le Sépulcre de Lithehoth
64379737,Castel Dhalpem
65429189,Les Cryptes de Chort
66477767,Zenunnuga
67526394,Rhogila
68575045,Manoir Garin
69624526,La Citadelle de Kherdar
70673223,La Tour Dasen
71722522,La Cabane de la Vieille Mught-si
72771108,L'Idole Brûlante de Stendarr
73819798,Cour Khurtin
74868381,Osopaisa
75917092,Le Puits Flor
76966430,L'Ermitage Maelinxullah
78015130,L'Auberge du Blaireau Agité
79064561,Tour Shallir
80113160,Ruines de Tour Rlold'kern
81161870,Mesascuza
82210490,Ceriburea
83259071,Baghissibu
84307700,Palace B'ird
85356287,Le Monastère de Geriblither
86405622,Le Cimetière Relder
87454323,Manoir Baerpe
88502910,Le Devin Sacré de Stendarr
89551540,Tour Fhirht'kern
90600914,Castel Mhustun
91649523,Ruines de la Ferme Maeshke
92698270,L'Aube Sanglante de Stendarr
93747600,Ruines de la Ferme Barpen
94796189,Ruines du Manoir de Racher
95844799,La Nécropole de Birker
96893512,Le Cimetière Lhojin
97942118,Sashthrac
98991510,Ruines de la Plantation Tosom
100040090,Communauté des Marécages
101088668,La Toile de Trogdred
102137467,Naraharet
103186065,Ruines du Castel B'ijur
104235398,La Douce Étoile de Stendarr
105283981,Le Cimetière Kildir
106332587,Ruines de Tour Maarp
107381381,Cour Sairer
108429959,Château Vorg
109479287,Ruines de la Ferme Vluctten
110527893,La Caverne Sahuagex
111576593,Manoir M'arg
112625185,Mogindai
113673773,La Nécropole de Stuvam
114723151,Château Kog'kern
115771856,Castel Nardir
116820498,Taudis de la Vieille Ghartsa
117869111,Manoir Charken
118917700,Château Shurgrn
119966282,Wadijehnu
121015569,Toile de Anthor
122064188,L'Aube Brûlante de Stendarr
123112886,Ramehtor
124161500,Le Fort de Slachke
125210098,Javenia
126258734,La Taverne du Renard et du Barbare
127307321,La Loge du Château Malchanceux
128356798,L'Auberge du Faon de la Reine
129405455,Manoir Thorm'kern
130454792,Manoir Rlirm
131503383,Ruines de la Tour de Rlortrn
132551983,Le Tunnel Nhurche
133600681,La Ferme de Cyujer
134649286,La Cabine T'irman
135698635,L'Idole Sanglante de Stendarr
136747259,L'Hôtel du Lion et du Prêtre
137796000,Daghoth
138844664,Le Cimetière Mhafylar
139894101,Le Tombeau de Invereham
140942714,Ruines du Castel Lhigin
141992095,Les Cryptes de B'ugten
143040735,Ruines du Château de Kist
144089467,Le Pub de la Taupe et du Griffon
145138118,Le Cairn de Vladobion
146187374,La Loge de Djen
147236000,La Garde de Faugta
148284604,L'Aube Perpétuelle de Stendarr
149333306,La Forteresse de Therdke
150381889,Ruines de la Tour Baerhton
151432271,Ceranda-Kom
152480861,La Caverne de Baalateusessa
153529477,Le Cimetière Slugir
154578056,La Taverne du Géant Rouge
155627572,Ruines de la Cour de Rlictt
156676394,L'Auberge du Château Assoiffé
157725708,Ruines de la Garde de Fherkin
158774290,La Loge du Djinn Mort
159822972,Ruines de la Ferme D'uctem
160871558,Le Présage Gémissant de Stendarr
161920136,Le Pub de l'Ogre du Diable
162968729,Ruines de la Cabine de F'ormte
164018199,Le Cimetière Baeght
165067009,Naroza
166116413,Ruines du Taudis du Vieux Caarme
167165096,Ruines de la Grange de Slarkon
168214503,Sanctuaire de Jode
169263116,L'Autel Gémissant de Stendarr
170311731,L'Aube Intérieure de Stendarr
171360386,Refuge de Phen
172409839,Le Rédempteur Brûlant de Stendarr
173458441,Alik'ra
174507143,Ruines de la Ferme de la Vieille Grefylta
175556631,Taudis de la Vieille Maurc-i
176605288,Anteleralah
177654661,L'Abbatiale de Demiblothessa
178703270,L'Hôtel du Lynx et du Gobelin
179752024,Ramoaweyn
180802482,Site de l'Ancien Chirkon
181851069,Ruines de la Grange de Vuster
182899749,Château Khojon
183949105,La Ferme de F'arkte
184997721,Le Pub du Porc-Épic Sale
186046301,La Toile de Gromgod
187094929,Zagoccodisu
188143528,Ruines de la Cabine de Chesun
189193190,Syrogubu
190242556,Le Tombeau de Barovar
191291157,La Cabane du Vieux Nhuv
192339864,Manoir Maurp
193388504,Le Taudis du Vieux Guch
194437841,La Cabane de la Vieille Mhosta
195486481,La Toile de Anker
196536104,Ferme de la Vieille M'ormta
197584745,La Renaissance Gémissante de Stendarr
198633375,L'Âme Sacrée de Stendarr
199682739,Castel Cheshon
200732271,Le Pub du Prêtre Malchanceux
201780964,Mettula
202829551,Mi-Korom
203879193,Fort de Glork
204928583,Taudis de la Vieille Cughtca
205977264,La Taverne du Nain et du Garde
207025856,Ruines de la Cour de Therhtta
208074444,La Garde de Faofylar
209123897,Le Rédempteur Éternel de Stendarr
210173448,Sanctuaire de Ephen
211222058,La Tanière de Shesh'kern
212270681,Ferme de la Vieille Fhordja
213319309,Ruines de la Plantation Thelprn
214368756,Tour Dhortar
215417370,Le Cimetière C'eldur
216466044,Palace T'orgen
217514723,La Citadelle de Cyorpen
218564063,Castel Kellan
219612654,Tour Shrestta
220661236,L'Oracle Craintif de Stendarr
221709922,La Plantation de F'isun
222759570,Ruines du Verger Saughtur
223808184,Grange de Blarmir
224856764,Jalakaplex
225906201,Ruines du Fort de Shag
226954808,La Cabane du Vieux Nafylam
228004335,L'Âme Perpétuelle de Stendarr
229053016,La Toile de Gripbith
230101594,Mesopada
231152074,Manoir Togem
232200795,Ruines de la Cour de C'orc
233250323,Ruines du Manoir de Baerd'kern
234299737,L'Âme Bénie de Stendarr
235348344,Castel Blith
236397881,Le Taudis du Vieux Dhergrn
237446494,Castel Lheth
238495080,L'Hôtel de la Souris et de la Chèvre
239543676,Le Bastion de Merdun
240592287,La Crypte de Nebuchanon
241641772,Grange de Khath
242690359,Ruines de l'Ancien Murchke
243738940,Ruines du Castel Dherht
244787524,La Carrière de Faeghtir
245836138,Narelidai
246884751,Ruines de la Cabane de la Vieille Tistka
247933417,L'Hôtel du Rat et du Scorpion
248982810,Le Doux Rédempteur de Stendarr
250031467,Le Taudis du Vieux Glull'kern
251080048,Castel Caorpt
252128714,Tsetissiara
253178103,Sanctuaire de Q'Olwen
254227629,Nid de Yagertor
255276232,Hillia
256324812,La Paroisse Balulither
257373454,Sanctuaire de Jone
258423937,L'Âme Sanglante de Stendarr
259472602,La Lumière Chantante de Stendarr
260522155,Castel Sturner
261570737,Raminzar
262619463,Palace Tlafylun
263668060,L'Idole Sacrée de Stendarr
264717445,La Tanière de Rharmer
265766076,Le Pub du Chasseur Sale
266814675,Castel Rharg
267863330,La Forteresse de Nhorchen
268911915,Ruines du Manoir de Boster
269961337,Agogurana
271011060,Fort de Vellen
272059640,Manoir Blermom
273109087,Le Présage Joyeux de Stendarr
274158713,La Cabane du Vieux Stachum
275207373,Le Présage Saint de Stendarr
276256713,Bi-Korom
277305359,Ruines de la Cour de Bluchin
278353957,La Toile de Troglobith
279402560,La Loge du Crâne Dansant
280451157,Ruines de l'Ancien Curpun
281500599,Le Mausolée de Nebuchingus
282549244,Ruines de la Ferme Lhechin
283597859,Osajdai
284646505,L'Ascension Sainte de Stendarr
285695991,La Loge de Djen
286744615,Le Rédempteur Craintif de Stendarr
287793210,Syruria
288841797,Ruines de la Tour Grughtir
289891195,Ruines de la Grange de Raovon
290939827,Castel Glifylim
291988418,Les Cryptes Larm
293037082,Castel Kog'kern
294085697,Ruines du Taudis du Vieux Nerchem
295135097,La Nécropole de Krorchem
296183718,La Ferme de Lhern
297233252,Ruines de la Ferme Slelpke
298281971,Le Tertre de Barimar
299330569,Le Sépulcre de Stadulam
300379149,La Garde de Shastar
301427780,La Forteresse de Nusan
302477180,L'Autel Intérieur de Stendarr
303525778,Grange de Maeldem
304574455,Le Filon Lall
305623831,La Loge du Géant Hurlant
306672563,Le Bastion de Dhortum
307721988,L'Aube Larmoyante de Stendarr
308770593,Château Nezon
309819214,La Cabane du Vieux Vosten
310867837,Ruines de la Citadelle de T'ig
311916424,Ruines de la Ferme Vloghten
312965044,Sanctuaire de Dugrod
314014480,L'Auberge du Dragon Cramoisi
315063105,La Loge du Rat et du Château
316111685,Le Présage Béni de Stendarr
317160266,Reliquaire de Raen
318208914,Gysumbakat
319257524,La Cabane de la Vieille Mausga
320306128,Ruines de la Ferme de la Vieille Rhoghti
321355517,Naremida
322404132,Fort de Krovt
323452780,Manoir Krofylim
324501422,Le Cairn de Necromulam
325550786,Le Doux Présage de Stendarr
326599516,Ruines de la Ferme Flelp
327648095,La Loge du Puits Rouge
328696679,Site de l'Ancienne C'ichka
329745279,L'Aube Infinie de Stendarr
330793882,Ruines du Taudis de la Vieille Gheldsa
331843236,La Cabane du Vieux Slarn
332892809,Castel V'ej
333941395,Le Repaire de Vermgod
334989983,Verger de Lhugin
336038589,L'Auberge du Nain et du Cerf
337087215,La Tour de Churhten
338135797,Pheono-Thar
339184390,Ruines du Château de Berk
340233021,Isfunnusa
341281613,La Nécropole de Fuctur
342331000,La Taverne du Garde Sauvage
343379608,Le Rédempteur Sacré de Stendarr
344428193,Site de l'Ancien M'arken
345476776,Ruines de l'Ancien T'oldin
346525472,La Forteresse de Sught
347574925,Anteliiga
348623583,Le Taudis du Vieux T'arun
349672193,La Loge du Scorpion Vert
350721642,L'Aube Craintive de Stendarr
351770233,La Tour de Saaz
352818852,Le Cimetière Khallrn
353867436,L'Arbre Chantant de Stendarr
354916022,Zenibunis
355964708,Manoir Tlirt
357014063,Fort de Bej
358062759,Grange de B'ivta
359111377,L'Abbaye de Asmiameusessa
360159968,Le Pub du Crâne de la Reine
280614,Tombeau de Corranoth
1330211,L'Autel Joyeux de Arkay
2379774,Cercle de Devilrock
3429338,La Taverne du Gobelin Malchanceux
4479901,Madla
5528488,La Cabane du Vieux Lhez
6578066,Les Cryptes Slojin
7626665,Manoir D'ermon
8675250,Ferme de la Vieille Bazsa
9724788,L'Auberge du Rat Musqué Riant
10774406,Le Présage Béni de Arkay
11823947,Ruines de la Plantation Gig
12873513,Castel Dhughtam
13922119,Le Cercle de Flurt-si
14971661,Le Pub du Gouffre Argenté
16021288,Les Mines de Klostir
17070814,La Plantation de Lhild
18120387,Manoir Grardum
19169012,L'Idole Silencieuse de Arkay
20220570,Site de l'Ancienne Krollga
21269149,La Nécropole de Kornten
22318700,L'Oracle Silencieux de Arkay
23367291,L'Hôtel du Cochon et de la Dague
24416873,Bubilliga
25465475,La Cabane du Vieux Cyeghtom
26514055,La Taverne du Castor et du Donjon
27563571,La Douce Étoile de Arkay
28613157,Syrillitor
29661742,La Cabane de la Vieille Starnca
30711352,La Taverne du Lion et du Géant
31761888,Moweyn
32810498,La Ferme de Livrn
33860020,L'Auberge du Rat Musqué Dansant
34908636,Le Pub du Cerf Malchanceux
35957224,La Cabane du Vieux Flirhtam
37006757,Le Pub du Gobelin Doré
38055401,Monument de Divad
39104906,La Taverne de la Taupe et du Griffon
40153505,Le Pub du Djinn Rouge
41202086,Atrandarea
42250688,Cour Gheghte
43300230,Ruines de la Cabane de la Vieille Nhornki
44349839,La Taverne du Chasseur Doré
45398435,L'Hôtel du Château Noir
46447951,Le Prophète Brûlant de Arkay
47496543,L'Idole Éternelle de Arkay
48546121,La Cabine Nethom
49594710,La Loge de la Dague Agitée
50644300,La Caverne Demodoth
51693862,La Ferme de V'est
52743394,Le Cimetière Stafylin
53791978,Ruines de Fort Saolpom
54840572,Taudis de la Vieille Saullca
55890138,Bubogureg
56939726,Jaluh-Thar
57988316,Château Nhircte
59037842,Site de l'Ancienne Fhorni
60087432,La Carrière de Khegem
61136024,Tertre de Inverivaus
62184614,Le Taudis du Vieux Cherk
63233210,Le Taudis du Vieux Vernin
64281800,La Carrière de Caallam
65331301,La Plantation de Larten
66379920,La Nécropole de M'ell
67428498,L'Aube Sanglante de Arkay
68478031,La Plantation de Flurgrn
69526636,Refuge de Phen
70575230,La Loge du Crapaud et du Garde
71624781,L'Autel Craintif de Arkay
72673360,Pythandarea
73721998,Le Présage Saint de Arkay
74771525,La Demeure de Barimar
75820115,Les Mines de Ras
76868705,La Carrière de Tarur
77917283,La Loge du Géant Mort
78966863,La Ferme de C'olpten
80015445,Ruines du Château de Kluct
81064986,Le Mausolée de Lithivarulon
82114541,Ferme de la Vieille Cyagti
83163142,Les Tombes de Voshen
84211725,Le Bastion de Cyus
85261281,L'Auberge du Lynx et du Scorpion
86309862,Castel Kruct
87358449,Manoir Dhugta
88409061,Ferme de la Vieille Nornga
89458556,L'Hôtel du Nain et du Gobelin
90507160,L'Auberge du Lion et de la Tasse
91556742,Ruines de Tour Vormke
92605339,Le Pub du Cerf Riant
93654858,Manoir Berht
94704453,L'Auberge de la Dague Chanceuse
95753093,Gysila-Korom
96802664,La Cabane de la Vieille Flurm-si
97852176,La Taverne de l'Oiseau Assoiffé
98900755,La Loge du Gobelin Criant
99949360,La Taverne du Porc-Épic Vert
100997944,La Ferme de Chishan
102046546,L'Auberge du Chasseur Malchanceux
103095127,Palace Rlirn
104144622,Ruines du Manoir de Fovta
105193222,Le Présage Larmoyant de Arkay
106241831,Ramyryzar
107290433,Le Nid Sashirdon
108339922,Palace Vaghtam
109388506,Manoir Dhart
110437084,Atretturana
111485666,Ruines de la Cour de Fectan
112534275,Château Flarcke
113583869,La Douce Lumière de Arkay
114632454,L'Aire Sekithoth
115681966,L'Hôtel du Casque Noir
116730577,L'Auberge du Gnome Volant
117779168,La Ferme de Klurper
118827763,Site de l'Ancien Dhich'kern
119878318,Les Mines de Mhulpen
120927858,Verger de Fhaz
121976502,La Grotte de Dispuliva
123026027,Sashirrugoth
124074624,Le Rédempteur Infini de Arkay
125123236,La Carrière de Fhuzur
126172736,Manoir C'urken
127221323,L'Autel Sacré de Arkay
128269915,La Loge de la Chauve-Souris et du Dragon
129318524,La Loge du Renard et du Barbare
130368048,Le Tunnel Vlorte
131416636,La Nécropole de Bluct
132465238,Ruines de la Cour de Flillon
133513843,Les Cryptes de Rlertim
134563343,Le Filon Saistta
135611974,Le Devin Perpétuel de Arkay
136660578,Château Larker
137710091,Le Taudis du Vieux Charm
138758725,La Taverne du Djinn Riant
139807303,La Relique Joyeuse de Arkay
140856833,La Taverne du Renard et de l'Ogre
141905448,La Taverne de la Taupe et du Gnome
142954036,L'Auberge du Hérisson Doré
144003528,La Tour Fhormt
145052109,Site de l'Ancienne Grochta
146100692,Château Lhov
147149284,Castel Vojten
148197873,Cerehzar
149247395,Ruines de la Ferme de la Vieille Ghurtti
150295979,L'Auberge du Crâne Argenté
151345575,Le Pub du Loup Sauvage
152394215,Le Pub du Gobelin Vert
153443738,La Carrière de Lujir
154492334,Le Pub de la Chauve-Souris et du Djinn
155542890,Le Présage Infini de Arkay
156591521,Ferme de la Vieille Stort-si
157641013,Grange de Gloste
158689599,Ruines du Manoir de V'esh
159738185,Berbibusa
160786781,Les Fouilles de Grurmun
161836332,La Taverne du Rat Musqué Sauvage
162884980,Le Taudis du Vieux Rhiste
163933562,Château Chuctom
164983033,La Ferme de Nhulpun
166031626,Tasillia
167080208,L'Auberge de l'Oiseau Blanc
168128795,Ruines de la Plantation Shrog
169177410,Ruines du Fort de B'ilpten
170226015,Peliisa
171275589,Palace Chucton
172324176,Le Tombeau de Baromius
173372759,La Ferme de Dhurim
174422256,Gromegon
175470868,La Cabane du Vieux Sirg'kern
176519461,La Lumière Perpétuelle de Arkay
177568970,Manoir Nithe
178617558,Ruines du Taudis du Vieux Girhton
179667145,Ruines du Taudis de la Vieille Khillba
180715735,Verger de Vlerd'kern
181764321,La Nécropole de Verhtin
182812943,Manoir Lellte
183862425,Mesettuara
184911071,Sanctuaire de Ephen
185960624,Le Repaire de Disporgoniva
187009243,Manoir Doj
188058712,Reliquaire de Sai
189107315,Le Cimetière Rishke
190155935,Cour M'izt
191204528,Les Fouilles de B'ug
192253106,La Garde de Choldam
193301694,Grange de Vofyler
194350278,Tulaakasia
195398863,La Ferme de Khernten
196448324,Les Tombeaux de Vager
197496981,La Tour T'all
198546494,Agibunu
199595078,Agotudata
200643689,La Plantation de Baurhtin
201692294,La Taverne du Hérisson Rouillé
202740872,La Nécropole de D'othar
203789460,L'Aube Larmoyante de Arkay
204838962,Les Ruines de Flill
205887566,La Cabale de Lathja
206936158,Le Martyre Béni de Arkay
207985722,Monument de Sage
209034323,La Lumière Silencieuse de Arkay
210082903,La Plantation de Cich
211132497,La Ferme de Glach'kern
212182056,L'Hôtel du Valet et du Griffon
213230643,La Renaissance Brûlante de Arkay
214279228,L'Oracle Éternel de Arkay
215328727,Pheonewan
216377313,Cour Tloctar
217425940,La Lumière Bénie de Arkay
218474536,Pheoniritor
219524037,Les Tombeaux de V'othe
220572643,Umbasta-Ij
221622164,Le Taudis de la Vieille Klillta
222670759,Le Taudis du Vieux Dhirpam
223719376,Site de l'Ancienne Largca
224767955,Site de l'Ancienne Flasi
225816546,La Taverne du Loup du Diable
226866112,L'Âme Infinie de Arkay
227914703,Verger de Stafylan
228963299,Cour Maustta
230012756,Syriidisu
231061403,Le Taudis du Vieux Glorch
232110005,Ruines de la Ferme Circh
233159493,Ruines du Palace Kruste
234208431,Manoir D'irnke
235257680,La Cabane du Vieux Merkten
236306258,Sanctuaire de Vigryl
237354891,Tsetoaret
238403731,Site de l'Ancien Nactan
239452315,Site de l'Ancien Ghergem
240501518,Le Prophète Infini de Arkay
241550101,Taudis de la Vieille Shuldki
242598679,Palace Cuvom
243647389,Le Doux Martyre de Arkay
244696885,La Garde de Terdan
245745485,Le Trou de Sahiamotha
246794067,La Carrière de Khazar
247842663,La Nécropole de Kherdke
248891243,Le Pub du Scorpion Dansant
249939839,Ruines du Castel T'elpun
250988472,Site de l'Ancienne Krurdka
252037912,Zaguo
253086525,L'Auberge du Château Dansant
254135105,L'Hôtel du Château Malchanceux
255183685,Mesajer
256232310,La Cabane du Vieux Tlij-e
257280915,Le Pub du Gobelin Cramoisi
258329527,La Ferme de Vlollar
259378994,Site de l'Ancien C'estam
260427633,Ruines de l'Ancienne Maolli
261476410,Sanctuaire de Jhim Sei
262525663,Pythyryret
263574243,La Taverne du Cochon et de la Cruche
264622863,Les Fouilles de V'ogom
265671534,Le Fort de Stev
266720140,La Grotte de Demogas
267769537,L'Auberge de la Tasse Noire
268818143,La Ferme de Doct
269866770,Ruines du Château de Khugta
270915592,Verger de Shroctir
271964817,Le Pub du Castor et du Hérisson
273013426,Castel Nhorom
274062031,Wadijajet
275110643,Le Doux Arbre de Arkay
276159236,Papuza
277207872,Le Filon Rlorin
278256620,La Nécropole de Shrirchen
279305835,Agunnuton
280354454,Ruines de la Cour de Cerk
281403107,Castel Boirdt
282451687,La Plantation de Shirt
283500290,Le Pub du Chasseur Malchanceux
284548922,Agerana
285598299,La Lumière Sacrée de Arkay
286646981,La Garde de Rlurpir
287695809,Taudis de la Vieille Nhevja
288745021,Le Pub du Garde Assoiffé
289793627,Hâvre de Strenner
290842367,Ruines du Castel Caj
291890961,Les Mines de Klefylke
292939545,Le Trou de Baalon
293988262,Manoir Serht
295037564,La Taverne du Renard et du Gobelin
296086275,La Citadelle de Lazir
297134854,La Loge du Cochon et du Donjon
298184204,L'Oracle Craintif de Arkay
299232783,Le Doux Rédempteur de Arkay
300281370,Le Sépulcre de Darkivarulon
301329967,Grange de Vujur
302378551,La Loge de la Fée Dansante
303427278,La Cabane de la Vieille Bozi
304475879,Les Cryptes B'irgon
305524589,Le Trou de Jubatonessa
306573896,Pythilaza
307622560,Nid de Norlogod
308672305,Le Martyre Saint de Arkay
309721565,Les Cryptes Mhastin
310770162,Le Trou de Geranx
311818880,Ruines de la Citadelle de Lhojem
312867615,La Cabane du Vieux Rargt
313916202,Umbe-Thar
314965464,Agiribi
316014135,La Carrière de Baghten
317062778,Manoir Shrarhtke
318111361,Grange de M'ardum
319159950,Ruines de la Plantation V'argon
320208530,La Ferme de C'uver
321257128,Ruines de la Cabine de Garg
322305813,L'Abbaye de Balilitherah
323355055,La Loge du Scorpion Assoiffé
324403651,Ruines du Château de Faazer
325452413,La Plantation de Bauldon
326501073,Verger de Faotham
327550356,Le Bastion de Tlestan
328599030,L'Auberge du Porc-Épic Chanceux
329647642,Le Repaire de Homunorgon
330696228,La Nécropole de Florpke
331744867,Le Pub de la Souris et du Cerf
332793464,La Taverne du Rat et du Château
333842138,L'Auberge du Crapaud et du Château
334891455,Palace M'istem
335940137,Berbemijet
336988741,Ruines de la Cabane de la Vieille Khuj-si
338037341,Le Tunnel Slardim
339085990,Les Cryptes Nurt
340134602,La Taverne de la Chèvre du Roi
341183183,Le Puits Fhush
342232477,Fort de T'uch'kern
343281055,Refuge de Phen
344329700,Ruines de la Cabane du Vieux Nigum
345378384,Sanctuaire de Jode
346426963,Ruines du Manoir de Rlustir
347475549,La Caverne de Asmebrorgonessa
348524169,La Taverne du Lynx et du Porc-Épic
349573491,La Taverne du Crapaud et du Griffon
350622206,La Loge de la Tasse de la Reine
351670860,La Cabine D'efylam
352719460,Le Pub du Casque Riant
353768052,La Relique Bénie de Arkay
354817345,Ruines de la Ferme Mhufyl
355865932,Ruines du Manoir de Bull
356914570,Tombes de Tith
357963190,La Loge du Château Blanc
359011820,Le Cimetière Klivom
360060417,Site de l'Ancien Grarnem
361109009,La Cabine C'uze
362157694,Ruines de la Garde de Rerkan
363207017,Le Puits de Gerasena
364255625,Cour Maurk
365304319,Ruines de la Ferme Vleght
366352900,Le Trou de Jubateus
367401481,Le Pub du Vaurien Sauvage
368450071,La Loge du Nain et du Chat
369498677,Site de l'Ancienne Vlort-i
370548085,Anphang
371596695,Ruines de l'Ancien T'irtin
372645282,L'Oracle Sacré de Arkay
373693874,Les Mines de V'eshten
374742470,Toile de Norloth
375791126,Le Présage Sanglant de Arkay
376839770,Grange de Flighter
377889063,La Cabane du Vieux Khorir
378937744,La Plantation de Saorht
379986322,La Ferme de Merten
381034968,Ruines de la Ferme de la Vieille Custsa
382083548,Isfascuara
383132133,L'Auberge de l'Oiseau Mort
384180727,La Ferme de Nhithin
385229376,Castel Ghorhtum
386278617,La Taverne du Porc-Épic du Diable
387327293,La Loge du Valet et du Blaireau
388375874,Ruines de la Cour de Dhorchur
389424474,Le Pub du Castor et du Crâne
390473067,Le Pub de la Souris et du Scorpion
391521701,Manoir Karmar
392570291,Le Filon Shrifylin
393618902,La Cabane du Vieux V'erg
394667540,Eloator
395716850,Ruines de la Tour Cailp
396765447,Castel Darkeham
397814096,La Nécropole de Thectur
398862681,Rhogillirea
399911306,Le Cimetière D'ith
400960003,Cour Klarpom
402008582,Ramohabu
403057878,L'Auberge du Rat Musqué du Roi
404106556,Ruines de la Cour de Vlesh'kern
405155141,Le Cimetière Gravten
406203744,Le Pub du Blaireau Hurlant
407252359,L'Hôtel du Valet et du Chat
408300943,Sashloker
409349533,L'Hôtel du Chat Cramoisi
410398134,L'Âme Sacrée de Arkay
411447558,Le Pub du Géant Hurlant
412496148,La Ferme de Mhosh
413544730,Baghajweyn
414593314,La Loge du Renard et du Porc-Épic
415641905,Château Baustrn
416690483,Grumragon
417739082,La Tour Thorkte
418787688,Baghad-Thar
419836266,L'Auberge du Scorpion Criant
420884864,Sanctuaire de Dugrod
421934256,L'Hôtel du Dragon du Diable
422982924,Monument de Divad
424031523,Ruines de la Grange de B'ozrn
425080111,Grange de Tishten
426128800,L'Hôtel de la Taupe et du Griffon
427177389,L'Autel Éternel de Arkay
428226661,Ruines du Manoir de Vlastan
429275510,La Renaissance Silencieuse de Arkay
430324093,Le Pub du Djinn Malchanceux
431373454,La Cabane de la Vieille Sethba
432422032,Théâtre de Kieran
433470632,La Taverne du Barbare Riant
434519220,La Ferme de Maildir
435567805,Le Fort de Rlirchem
436616438,Morehdata
437665023,La Ferme de Tlethta
438713608,La Carrière de Rlifylar
439762242,L'Âme Bénie de Arkay
440811747,Palace V'eghtten
441860378,Ruines du Taudis de la Vieille Sturgta
442908961,La Ferme de Lheldar
443957573,Le Puits Nurpom
445006152,Le Tunnel Sord'kern
446054731,La Ferme de Gathta
447103311,Ruines du Manoir de Nurmam
448152735,La Taverne de la Marmotte du Roi
449201439,La Taverne du Dragon Rouge
450250078,Le Trou de Baalucherunah
451299362,Site de l'Ancienne Rarpi
452347947,La Ferme de Kargon
453396544,Le Fort de Shrofylte
454445225,Pheonettuza
455493813,Site de l'Ancien F'urt
456542412,Ruines du Manoir de Raertim
457591005,Ruines du Castel Chirtir
458639591,L'Étoile Perpétuelle de Arkay
459688172,Sanctuaire de Dugrod
460736834,La Ferme de Nhordar
461786129,La Cabale de M'ivi
462834814,Manoir Shruse
463883463,Le Pub de la Dague Assoiffée
464932068,Le Cimetière Thash
465980688,L'Auberge du Vaurien Blanc
467029300,La Tour Sarnum
468078561,La Loge de la Chauve-Souris et du Rat Musqué
469127163,Le Cimetière Lorchom
470175759,La Ferme de Stose
471224419,Creux de Sahorgonena
472273087,Ruines du Castel B'old
473321671,Taudis de la Vieille Nirmtha
474370268,Ruines du Castel Raortir
475418874,L'Hôtel du Lynx et du Donjon
476467490,Sanctuaire de Jhim Sei
477516754,Manda-Gora
478565418,La Caverne de Baalulithessa
479614019,Tour Gerne
480662728,L'Auberge de la Marmotte du Diable
481711313,La Plantation de Sermrn
482759903,L'Auberge du Porc-Épic du Roi
483809207,Le Martyre Éternel de Arkay
484857805,Tsetumbano
485906497,La Volière de Yagtor
486955075,Le Repaire de Marebrer
488003661,Ruines du Manoir de Luldt
489052329,La Plantation de Lhercir
490100960,Papakalah
491150241,Le Prophète Béni de Arkay
492198841,Elopaan
493247422,Le Trou de Demorgon
494296001,La Taverne du Rat Musqué Rouillé
495344592,Les Mines de Shifylam
496393199,Ruines de la Grange de Mhusun
497441778,Les Cryptes de Sish
498490387,La Ferme de Rhaj
499538966,La Taverne du Géant Volant
500587544,Palace Fegen
501636224,Castel Bourten
