Key,Value
200,Dwynnen
516,Cour de Dwynnen
517,Habitants de Dwynnen
414,L'Ordre du Corbeau
844,Ordres de chevalerie
845,Forgerons
846,Donneurs de quêtes
847,Guérisseurs
848,Sénéchal
201,Daggerfall
364,Roi Gothryd
371,Mobar
372,La Garde Royale
365,Reine Aubk-i
500,Cyndassa
366,Mynisera
367,Seigneur Bridwell
368,Les Chevaliers du Dragon
377,Dame Bridwell
501,Dame Northbridge
595,Cour de Daggerfall
518,Habitants de Daggerfall
203,Betony
519,Cour de Betony
520,Habitants de Betony
202,Glenpoint
521,Cour de Glenpoint
522,Habitants de Glenpoint
413,Les Chevaliers du Hibou
204,Sentinel
380,Reine Akorithi
383,Seigneur Vhosek
384,La Garde royale
381,Prince Greklith
382,Prince Lhotun
386,Seigneur K'avar
408,L'Ordre de la Chandelle
387,Seigneur Provlith
596,Cour de Sentinel
523,Habitants de Sentinel
205,Anticlere
400,Dame Doryanna Flyte
410,Les Chevalier de la Flamme
401,Seigneur Auberon Flyte
403,Farrington
404,Seigneur Perwright
597,Cour d'Anticlere
524,Habitants d'Anticlere
206,Lainlyn
379,Baron Shrike
411,L'Ost du Cor
405,Baronne Dh'emka
406,Seigneur Kain
246,Cour de Lainlyn
525,Habitants de Lainlyn
207,Wayrest
390,Roi Eadwyre
391,Reine Barenziah
392,Princesse Elysana
393,Prince Helseth
394,Princesse Morgiah
395,Seigneur Castellian
397,Seigneur Darkworth
409,Les Chevaliers de la Rose
398,Seigneur Woodborne
499,Cour de Wayrest
526,Habitants de Wayrest
208,Northmoor
527,Cour de Northmoor
528,Habitants de Northmoor
209,Menevia
529,Cour de Menevia
530,Habitants de Menevia
210,Alcaire
531,Cour d'Alcaire
532,Habitants d'Alcaire
211,Koegria
533,Cour de Koegria
534,Habitants de Koegria
212,Bhoriane
535,Cour de Bhoriane
536,Habitants de Bhoriane
213,Kambria
537,Cour de Kambria
538,Habitants de Kambria
214,Phrygias
539,Cour de Phrygias
540,Habitants de Phrygias
215,Urvaius
541,Cour de Urvaius
542,Habitants de Urvaius
216,Ykalon
543,Cour de Ykalon
544,Habitants de Ykalon
217,Daenia
545,Cour de Daenia
546,Habitants de Daenia
218,Shalgora
547,Cour de Shalgora
548,Habitants de Shalgora
219,Abibon-Gora
549,Cour de Abibon-Gora
550,Habitants de Abibon-Gora
415,Les Chevalier de la Roue
220,Kairou
551,Cour de Kairou
552,Habitants de Kairou
221,Pothago
553,Cour de Pothago
554,Habitants de Pothago
222,Myrkwasa
555,Cour de Myrkwasa
556,Habitants de Myrkwasa
223,Ayasofya
557,Cour d'Ayasofya
558,Habitants d'Ayasofya
224,Tigonus
559,Cour de Tigonus
560,Habitants de Tigonus
225,Kozanset
561,Cour de Kozanset
562,Habitants de Kozanset
226,Satakalaam
563,Cour de Satakalaam
564,Habitants de Satakalaam
227,Totambu
565,Cour de Totambu
566,Habitants de Totambu
416,L'Ordre du Scarabée
228,Mournoth
567,Cour de Mournoth
568,Habitants de Mournoth
229,Ephesus
569,Cour d'Éphesus
570,Habitants d'Éphesus
230,Santaki
571,Cour de Santaki
572,Habitants de Santaki
231,Antiphyllos
573,Cour d'Antiphyllos
574,Habitants d'Antiphyllos
417,Les Chevaliers du Faucon
232,Bergama
575,Cour de Bergama
576,Habitants de Bergama
233,Gavaudon
577,Cour de Gavaudon
578,Habitants de Gavaudon
234,Tulune
579,Cour de Tulune
580,Habitants de Tulune
235,Ilessan Hills
581,Cour d'Ilessan Hills
582,Habitants d'Ilessan Hills
236,Cybiades
583,Cour de Cybiades
584,Habitants de Cybiades
301,L'Oracle
302,L'Acolyte
303,Nulfaga
304,Skakmat
305,Roi des Vers
306,Les Nécromanciens
350,L'Empire de Septim
351,Le Grand Chevalier
129,Les Lames
352,Dame Brisienna
353,L'Underking
354,Agents de l'Underking
355,Seigneur Harth
412,L'Ost du Véritable Cor
358,Orsinium
357,Gortwog
598,Cour d'Orsinium
599,Habitants d'Orsinium
359,Seigneur Plessington
418,L'Ordre de la Coupe
360,Seigneur Kilbar
361,Chulmore Quill
362,Le cirque de Quill
376,Baltham Greyman
378,Sylch Greenwood
419,Les Sorcières de Glenmoril
420,Les Sorcières de Poussière
421,Les Sorcières de Devilrock
422,Les Sorcières de Tamarilyn
423,Les Sœurs du Bluff
424,Les Filles de la Colère
425,Les Sorcières de Skeffington
426,Les Sorcières du marais
427,Les Sorcières de la montagne
428,Les Sorcières de Daggerfall
429,La Beldama
430,Les Sœurs de Kykos
431,Les Sorcières de la marée
432,Les Sorcières d'Alcaire
510,Les marchands
511,Les bardes
512,Les prostituées
513,La Fée
514,Enfants
515,Danseurs
502,Wrothgaria
503,Cour de Wrothgaria
504,Habitants de Wrothgaria
505,Dragontail
506,Cour de Dragontail
507,Habitants de Dragontail
508,Alik'ra
509,Cour d'Alik'ra
590,Habitants d'Alik'ra
591,Dak'fron
592,Cour de Dak'fron
593,Habitants de Dak'fron
199,Île de Balfiera
363,Medora
244,Cour de Balfiera
198,Habitants de Balfiera
196,Glenumbra Moors
195,Cour de Glenumbra Moors
194,Habitants de Glenumbra Moors
