Key,Value
64,{.MP}les Isolationnistes
65,{.MP}les Mages fournisseurs
66,{.FS}la Cabale
67,{.MS}l'Ordre de la Lampe
801,{.MP}les Mages Odyliques
802,{.MP}les Artisans
150,{.MS}le clan Vraseth
151,{.MS}le clan Haarvenu
152,{.MS}le clan Thrafey
153,{.MS}le clan Lyrezi
154,{.MS}le clan Montalion
155,{.MS}le clan Khulari
156,{.MS}le clan Garlythi
157,{.MS}le clan Anthotis
158,{.MS}le clan Selenu
41,{.FS}la Guilde des Guerriers
849,{.MP}les Entraîneurs guerriers
850,{.MP}les Armuriers guerriers
851,{.MP}les Donneurs de quêtes guerriers
42,{.FS}la Guilde des Voleurs
77,{.MS}le Maître de guilde
373,{.MS}le Corbeau
388,Thaik
399,{.MS}le Calamar
375,Sire Bertram Spode
374,Thyr Topfield
389,Whitka
18,{.MS}le Maître des initiés
803,{.MP}les entraîneurs de l'Ombre
804,{.MP}les tisseurs de l'Ombre
805,{.MP}les receleurs de l'Ombre
806,{.MP}les espions de l'Ombre
852,{.FS}la classe dirigeante
242,{.FS}la noblesse
853,{.FS}la chevalerie
200,Dwynnen
516,{.FS}la cour de Dwynnen
517,{.MP}les les habitants de Dwynnen
414,{.MS}l'Ordre du Corbeau
844,{.MP}les Ordres de chevalerie
845,{.MP}les Forgerons
846,{.MP}les Donneurs de quêtes
847,{.MP}les Guérisseurs
848,{.MS}sénéchal
201,Daggerfall
364,{.MS}le roi Gothryd
371,Mobar
372,{.FS}la Garde Royale
365,{.FS}la reine Aubk-i
500,Cyndassa
366,Mynisera
367,Sire Bridwell
368,{.MP}les Chevaliers du Dragon
377,{.FS}Dame Bridwell
501,{.FS}Dame Northbridge
595,{.FS}la cour de Daggerfall
518,{.MP}les habitants de Daggerfall
203,Betony
519,{.FS}la cour de Betony
520,{.MP}les habitants de Betony
202,Glenpoint
521,{.FS}la cour de Glenpoint
522,{.MP}les habitants de Glenpoint
413,{.MP}les Chevaliers du Hibou
204,Sentinel
380,{.FS}la reine Akorithi
383,Sire Vhosek
384,{.FS}la Garde royale
381,{.MS}le prince Greklith
382,{.MS}le prince Lhotun
386,Sire K'avar
408,{.MS}l'Ordre de la Chandelle
387,Sire Provlith
596,{.FS}la cour de Sentinel
523,{.MP}les habitants de Sentinel
205,Anticlere
400,{.FS}Dame Doryanna Flyte
410,{.MP}les Chevaliers de la Flamme
401,Sire Auberon Flyte
403,Farrington
404,Sire Perwright
597,{.FS}la cour d'Anticlere
524,{.MP}les habitants d'Anticlere
206,Lainlyn
379,{.MS}le baron Shrike
411,{.MS}l'Ost du Cor
405,{.FS}la baronne Dh'emka
406,Sire Kain
246,{.FS}la cour de Lainlyn
525,{.MP}les habitants de Lainlyn
207,Wayrest
390,{.MS}le roi Eadwyre
391,{.FS}la reine Barenziah
392,{.FS}la princesse Elysana
393,{.MS}le prince Helseth
394,{.FS}la princesse Morgiah
395,Sire Castellian
397,Sire Darkworth
409,{.MP}les Chevaliers de la Rose
398,Sire Woodborne
499,{.FS}la cour de Wayrest
526,{.MP}les habitants de Wayrest
208,Northmoor
527,{.FS}la cour de Northmoor
528,{.MP}les habitants de Northmoor
209,Menevia
529,{.FS}la cour de Menevia
530,{.MP}les habitants de Menevia
210,Alcaire
531,{.FS}la cour d'Alcaire
532,{.MP}les habitants d'Alcaire
211,Koegria
533,{.FS}la cour de Koegria
534,{.MP}les habitants de Koegria
212,Bhoriane
535,{.FS}la cour de Bhoriane
536,{.MP}les habitants de Bhoriane
213,Kambria
537,{.FS}la cour de Kambria
538,{.MP}les habitants de Kambria
214,Phrygias
539,{.FS}la cour de Phrygias
540,{.MP}les habitants de Phrygias
215,Urvaius
541,{.FS}la cour de Urvaius
542,{.MP}les habitants de Urvaius
216,Ykalon
543,{.FS}la cour de Ykalon
544,{.MP}les habitants de Ykalon
217,Daenia
545,{.FS}la cour de Daenia
546,{.MP}les habitants de Daenia
218,Shalgora
547,{.FS}la cour de Shalgora
548,{.MP}les habitants de Shalgora
219,Abibon-Gora
549,{.FS}la cour de Abibon-Gora
550,{.MP}les habitants de Abibon-Gora
415,{.MP}les Chevaliers de la Roue
220,Kairou
551,{.FS}la cour de Kairou
552,{.MP}les habitants de Kairou
221,Pothago
553,{.FS}la cour de Pothago
554,{.MP}les habitants de Pothago
222,Myrkwasa
555,{.FS}la cour de Myrkwasa
556,{.MP}les habitants de Myrkwasa
223,Ayasofya
557,{.FS}la cour d'Ayasofya
558,{.MP}les habitants d'Ayasofya
224,Tigonus
559,{.FS}la cour de Tigonus
560,{.MP}les habitants de Tigonus
225,Kozanset
561,{.FS}la cour de Kozanset
562,{.MP}les habitants de Kozanset
226,Satakalaam
563,{.FS}la cour de Satakalaam
564,{.MP}les habitants de Satakalaam
227,Totambu
565,{.FS}la cour de Totambu
566,{.MP}les habitants de Totambu
416,{.MS}l'Ordre du Scarabée
228,Mournoth
567,{.FS}la cour de Mournoth
568,{.MP}les habitants de Mournoth
229,Ephesus
569,{.FS}la cour d'Éphesus
570,{.MP}les habitants d'Éphesus
230,Santaki
571,{.FS}la cour de Santaki
572,{.MP}les habitants de Santaki
231,Antiphyllos
573,{.FS}la cour d'Antiphyllos
574,{.MP}les habitants d'Antiphyllos
417,{.MP}les Chevaliers du Faucon
232,Bergama
575,{.FS}la cour de Bergama
576,{.MP}les habitants de Bergama
233,Gavaudon
577,{.FS}la cour de Gavaudon
578,{.MP}les habitants de Gavaudon
234,Tulune
579,{.FS}la cour de Tulune
580,{.MP}les habitants de Tulune
235,Ilessan Hills
581,{.FS}la cour d'Ilessan Hills
582,{.MP}les habitants d'Ilessan Hills
236,Cybiades
583,{.FS}la cour de Cybiades
584,{.MP}les habitants de Cybiades
301,{.MS}l'Oracle
302,{.MS}l'Acolyte
303,Nulfaga
304,Skakmat
305,{.MS}le roi des Vers
306,{.MP}les nécromanciens
350,{.MS}l'empire de Septim
351,{.MS}le Grand Chevalier
129,{.FP}les Lames
352,{.FS}Dame Brisienna
353,{.MS}l'Underking
354,{.MP}les agents de l'Underking
355,Sire Harth
412,{.MS}l'Ost du Véritable Cor
358,Orsinium
357,Gortwog
598,{.FS}la cour d'Orsinium
599,{.MP}les habitants d'Orsinium
359,Sire Plessington
418,{.MS}l'Ordre de la Coupe
360,Sire Kilbar
361,Chulmore Quill
362,{.MS}le cirque de Quill
376,Baltham Greyman
378,Sylch Greenwood
419,{.FP}les Sorcières de Glenmoril
420,{.FP}les Sorcières de Poussière
421,{.FP}les Sorcières de Devilrock
422,{.FP}les Sorcières de Tamarilyn
423,{.FP}les Sœurs du Bluff
424,{.FP}les Filles de la Colère
425,{.FP}les Sorcières de Skeffington
426,{.FP}les Sorcières du marais
427,{.FP}les Sorcières de la montagne
428,{.FP}les Sorcières de Daggerfall
429,{.FS}la Beldama
430,{.FP}les Sœurs de Kykos
431,{.FP}les Sorcières de la marée
432,{.FP}les Sorcières d'Alcaire
510,{.MP}les marchands
511,{.MP}les bardes
512,{.FP}les prostituées
513,{.FS}la fée
514,{.MP}les enfants
515,{.MP}les danseurs
502,Wrothgaria
503,{.FS}la cour de Wrothgaria
504,{.MP}les habitants de Wrothgaria
505,Dragontail
506,{.FS}la cour de Dragontail
507,{.MP}les habitants de Dragontail
508,Alik'ra
509,{.FS}la cour d'Alik'ra
590,{.MP}les habitants d'Alik'ra
591,Dak'fron
592,{.FS}la cour de Dak'fron
593,{.MP}les habitants de Dak'fron
199,Île de Balfiera
363,Medora
244,{.FS}la cour de Balfiera
198,{.MP}les habitants de Balfiera
196,Glenumbra Moors
195,{.FS}la cour de Glenumbra Moors
194,{.MP}les habitants de Glenumbra Moors
