Key,Value
100,"Vous avez contracté la vérole des sorcières.[/center]
Elle détériorera lentement votre force,[/center]
votre résistance et votre santé jusqu'à ce que[/center]
vous soyez soigné ou mort.[/center]
[/end]"
101,"Vous avez contracté la peste,[/center]
une maladie très sérieuse et souvent mortelle.[/center]
Très rapidement elle envahira votre organisme.[/center]
La plupart de ceux qui l'ont contractée ne vivent pas plus[/center]
de quelques jours, sauf s'ils sont soignés rapidement.[/center]
[/end]"
102,"Vous avez contracté la fièvre jaune.[/center]
Votre résistance, votre volonté et votre santé[/center]
diminueront chaque jour jusqu'à ce que vous[/center]
trouviez un traitement ou mouriez.[/center]
[/end]"
103,"Vous avez contracté la putréfaction des viscères.[/center]
C'est un état permanent qui se caractérise[/center]
par une légère baisse quotidienne de santé,[/center]
à moins que vous ne soyez soigné.[/center]
[/end]"
104,"Vous avez contracté la consomption.[/center]
Votre volonté, votre agilité[/center]
et votre force chuteront lentement jusqu'à[/center]
ce que vous soyez guéri ou que vous mouriez.[/center]
[/end]"
105,"Vous avez contracté la fièvre cérébrale.[/center]
C'est une mort lente, car votre volonté,[/center]
votre santé et même votre personnalité[/center]
chuteront jour après jour. Vous devez obtenir un[/center]
traitement ou vous ne serez plus qu'un souvenir.[/center]
[/end]"
106,"Vous avez contracté l'infection des marais.[/center]
Chaque jour votre volonté, votre agilité,[/center]
et votre force chuteront, jusqu'à ce que vous[/center]
mouriez ou soyez guéri.[/center]
[/end]"
107,"Vous avez contracté la malédiction de Caliron.[/center]
Certains ont guéri par eux-mêmes en une semaine[/center]
ou deux, mais leurs force, vitesse et agilité[/center]
sont restées détériorées. Il est préférable de traiter[/center]
la maladie rapidement.[/center]
[/end]"
108,"Vous avez contracté le choléra,[/center]
une des maladies les plus mortelles[/center]
de Tamriel. Elle est toujours fatale, à moins[/center]
qu'une aide ne soit donnée très très rapidement.[/center]
[/end]"
109,"Vous avez contracté la lèpre[/center]
et allez partir en morceaux peu à peu chaque jour,[/center]
à moins que vous ne receviez un traitement.[/center]
[/end]"
110,"Vous avez contracté une escarre putréfiante,[/center]
qui érodera très lentement votre force,[/center]
votre endurance et votre santé jusqu'à ce que[/center]
vous vous soigniez.[/center]
[/end]"
111,"Vous avez contracté la mort rouge,[/center]
une maladie très sérieuse qui peut[/center]
rapidement éroder l'endurance de[/center]
sa victime et même détruire sa[/center]
personnalité jusqu'à ce qu'un[/center]
traitement lui soit administré ou que[/center]
la victime en meure.[/center]
[/end]"
112,"Vous avez contracté la pourriture du sang,[/center]
qui affectera santé, personnalité et[/center]
volonté au cours des jours ou semaines qui[/center]
suivront, à moins que vous[/center]
ne soyez guéri. Certains n'ont pas trouvé[/center]
le traitement et en sont morts.[/center]
[/end]"
113,"Vous avez contracté la fièvre typhoïde,[/center]
Une maladie mortelle affectant l'intelligence[/center]
de sa victime, son endurance et sa santé.[/center]
Les effets sont permanents, le malade doit[/center]
être soigné ou bien il meurt.[/center]
[/end]"
114,"Vous avez contracté la démence,[/center]
une maladie affreuse qui prive[/center]
lentement sa victime de son[/center]
intelligence, sa magie et même[/center]
sa personnalité, jusqu'à ce qu'elle[/center]
meure ou qu'un traitement lui soit[/center]
administré.[/center]
[/end]"
115,"Vous avez contracté la chrondiasis,[/center]
une maladie magique qui consumera[/center]
votre intelligence et votre magicka[/center]
innée jour après jour. La maladie doit[/center]
être soignée, ou elle pourrait vous tuer.[/center]
[/end]"
116,"Vous avez contracté la fièvre du sorcier,[/center]
parfois une simple irritation, mais parfois[/center]
une maladie magique dévastatrice. Certains [/center]
l'ont contractée et l'ont à peine sentie[/center]
avant que la fièvre ne s'en aille seule,[/center]
d'autres en sont restés simples d'esprit.[/center]
Votre magicka et votre intelligence vont diminuer[/center]
jour après jour durant trois semaines.[/center]
[/end]"
117,"Vous avez été victime d'empoisonnement.[/center]
[/end]"
200,"Pourquoi un %ra met les lettres M.O.E.P. sur ses bottes ? Pour se rappeler - Mettre Orteils En Premier ![/record]
La plupart du temps, l'arbre généalogique d'un %ra ne fourche pas ![/record]
Qu'est-ce qu'un %ra et une bouteille de porto ont en commun ? Tous deux sont vides au-dessus du col ![/record]
Vous devez être un %ra. On le voit à la crasse sous les orteils ![/record]
Comment faire étinceler les yeux d'un %ra ? Mettez une torche dans son oreille ![/record]
Vous ne pouvez être que %ra ! Pas la moindre tache de gras sur votre armure ![/record]
Qu'est-ce qu'un %ra dit après que quelqu'un ait soufflé dans son oreille ? Merci pour le plein ![/record]
Comment appelle-t-on un %ra avec une moitié de cerveau ? Un surdoué ! [/record]
Pourquoi les femmes %ra portent-elles des sous-vêtements ? Pour garder leurs chevilles au chaud ![/record]
Comment fait-on rire un %ra le morndas ? En lui racontant une blague le sundas ![/record]
Vous savez, il ne faut qu'un seul verre pour saouler un %ra. Je n'arrive plus à me souvenir si c'est le treizième ou le quatorzième.[/record]
Comment appelle-t-on une cave avec plus d'un %ra ? Une cave à VAIN ! [/record]
En %nt, cracher vous coûtera une pièce de cuivre. Mais vous pouvez dégueuler gratuitement ![/record]
Qu'est-ce qu'un %ra élégant et un orcoblin ont en commun ? Ce sont deux espèces disparues ![/record]
Vous savez, on dit souvent que les enfants de %ra remettent tout au lendemain... Alors vous n'avez qu'à attendre.[/record]
Qu'est-ce qu'un %ra est en train de faire quand il tient ses mains serrées sur les oreilles ? Il essaye de retenir une idée ![/record]
Comment peut-on savoir si un %ra ment ? Ses lèvres bougent ![/record]
Que dit-on à une femme %ra pour la convaincre de coucher avec vous ? Prenez donc une autre bière ![/record]
Pourquoi trouve-t-on plus d'aventuriers %ra à %cn, et plus de gobelins à %cn2 ? %cn2 n'a que du premier choix ![/record]
Quelle est la première chose que fait une femme %ra le matin ? Elle rentre chez elle ![/record]
Qu'est-ce que dit une femme %ra après avoir appris qu'elle était enceinte ? Il est de moi ?[/record]
Ce qu'un %ra n'a pas en intelligence, il le gagne en stupidité.[/record]
Je ne mangerai jamais une espèce intelligente, mais je mangerai volontiers un politicien ou un %ra.[/end]"
201,"Par la barbe de Thorig[/record]
Par le marteau d'Olfor[/record]
Par les loups blancs[/record]
Par les plaines gelées[/record]
Par le père Givre[/record]
Mère de glace[/record]
Éclair de glace[/record]
Par les falaises de Solitudes[/record]
Par la mer du Nord[/record]
Par la barbe de Thorig[/end]"
202,"Par le dieu Rat[/record]
Pute d'Alizahad[/record]
Poussière d'Orcrest[/record]
Par les sables d'Elsweyr[/record]
Par les eaux bénies[/record]
Par la main d'Ibrahad[/record]
Soleil du désert[/record]
Par le cœur sec[/record]
Par l'eau de la vie[/record]
Diable des sables[/end]"
203,"Par les dents du dragon[/record]
Dents du dragon[/record]
Darvak maudit[/record]
Par le nom de mon père[/record]
Par Rourken[/record]
Par le grand marteau[/record]
Par le roi des nains[/record]
Par la barbe du roi des nains[/record]
Par le sang du gardien[/record]
Par le premier Wyrm[/record]
Épée de l'esprit[/record]
Par la lame[/record]
Par Divad[/record]
Par Katrica[/record]
Par la pucelle[/record]
Par Frandar[/record]
Stendarr nous protège[/record]
Par le soleil[/end]"
204,"Par les eaux de Tombelastre[/record]
Bénissez-moi Seigneur[/record]
Par la crypte[/record]
La mort soit damnée[/record]
Par ma Dame[/record]
Par les brumes[/record]
Par le loup[/record]
Par le sombre seigneur[/record]
Esprits de High Rock[/record]
Par l'archidruide[/record]
Par Pelagius[/record]
Folie[/record]
Par le dragon[/record]
Maudit soit le dragon[/end]"
205,"Marais démoniaque[/record]
Bourbe de Murkwood[/record]
Par les dieux[/record]
Par le trône d'Aphicles[/record]
Par les lames du destin[/record]
Par le grand solitaire[/record]
Hôte de Stormhold[/record]
Par l'esprit du marais[/record]
Par la déesse mère[/record]
Feu-follet[/end]"
206,"Par le bosquet des anciens[/record]
Par les esprits des arbres[/record]
Par la tradition de la forêt[/record]
Par la malédiction de Mistria[/record]
Esprits de la forêt[/record]
Fées du bosquet[/record]
Par le cœur de Caliron[/record]
Par la racine[/record]
Feu de vieille racine[/record]
Par le feu[/end]"
207,"Par le plus grand[/record]
Par le cristal blanc[/record]
Par le bois d'Elborn[/record]
Par le partage bleu[/record]
Lumière féerique[/record]
Par l'autre-monde[/record]
Esprit premier de Tamriel[/record]
Lame de Cassimoran[/record]
Cristaux de l'archipel[/record]
Par le premier esprit[/end]"
208,"Par l'île Noire[/record]
Par les sombres[/record]
Par les feux de Dagoth-Ur[/record]
Par la reine folle[/record]
Par la gueule noire[/record]
Que la sombre déesse nous protège[/record]
Par la nuit[/record]
Âme du chevalier noir[/record]
Par le sans âme[/record]
Sang de feu[/end]"
250,"[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%sub par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
Le %sub par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%adj par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%adj %sub par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%pp1 %sub par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%pp1 %adj %sub par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%sub %pp2 par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%adj %sub %pp2 par %an[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%pp1 %adj %sub %pp2 par %an[/end]"
255,Mais de quel trou sortez-vous ?[/end]
256,"Quelqu'un dit ""Entrez.""[/record]
Vous entendez ""Bienvenue !""[/record]
Une voix irritée crie ""C'est ouvert.""[/record]
Quelqu'un dit ""Entrez-donc.""[/record]
Une voix joyeuse dit ""Bienvenue chez moi.""[/record]
Une voix dit ""Vous pouvez entrer.""[/end]"
260,"Votre présence honore mon humble boutique[/center]
%pcn. Même si j'ai besoin de deux fois ce[/center]
prix pour nourrir ma pauvre famille, je vous[/center]
en demande %a pièces d'or.[/center]
[/record]
Vous êtes un très bon négociateur,[/center]
%pct. En général je demande bien plus,[/center]
mais je vais faire une offre particulière[/center]
rien que pour vous. %a pièces d'or et[/center]
c'est à vous.[/center]
[/record]
Mon cher %pcf, à personne et pas même[/center]
à ma plus proche famille ou mes meilleurs amis,[/center]
je ne vendrais ceci pour %a pièces d'or.[/center]
À personne, sauf à vous ![/center]
[/record]
C'est bien en dessous d'un juste prix, je connais[/center]
le marché. D'un autre côté, dans certains[/center]
cas très rares, c'est moins important de faire un[/center]
bénéfice. Pour vous je peux même perdre de l'argent.[/center]
%a pièces d'or, mon bon %pcf,[/center]
et c'est à vous.[/center]
[/end]"
261,"%cpn se glorifie [/center]
d'avoir les prix les plus bas à %cn.[/center]
Vous avez beau avoir négocié[/center]
avec moi jusqu'au crépuscule, je ne peux[/center]
vous vendre cela pour moins de %a pièces d'or.[/center]
[/record]
Vous avez fermement négocié avec moi,[/center]
%pcn, restons en là.[/center]
Normalement je prendrais plus, [/center]
mais pour vous j'en demande juste %a pièces[/center]
d'or. C'est vraiment une misère.[/center]
[/end]"
262,"Arrêtons là cette négociation. Mon prix est de[/center]
%a pièces d'or. C'est à prendre ou à laisser.[/center]
[/record]
Ce sera %a pièces d'or.[/center]
Vous avez fait baisser le prix.[/center]
[/record]
Après un aussi long marchandage...[/center]
%a pièces d'or et c'est mon dernier mot.[/center]
[/end]"
263,"Cessons cette discussion sans fin. Vous êtes de[/center]
façon évidente dans le besoin.[/center]
Normalement je paierais[/center]
beaucoup moins, mais pour vous j'offrirai[/center]
%a pièces d'or.[/center]
[/record]
Écoutez, je vais vous en donner le maximum absolu[/center]
que je puisse faire sans perdre ma chemise.[/center]
Voici %a pièces d'or. Prenez-les et vous pourrez[/center]
raconter à vos amis que vous m'avez grugé.[/center]
[/record]
Je vous en donnerai le prix que j'offre [/center]
seulement à mes amis les plus proches et à[/center]
ma famille. Le cours du marché est bien [/center]
moindre, mais je pense que je peux vous [/center]
en offrir %a pièces d'or.[/center]
[/record]
Pas mal, pas mal. J'en donnerais moins à la[/center]
plupart des gens, mais pour vous, %a pièces d'or.[/center]
C'est ma meilleure offre.[/center]
[/end]"
264,"Peut-être que vous pouvez obtenir plus de[/center]
%a pièces d'or pour ça quelque part, mais[/center]
c'est un prix honnête. Et c'est ma seule offre.[/center]
[/record]
Je vous en donne %a pièces d'or. Si[/center]
quelqu'un offre plus, je vous conseille[/center]
d'aller le voir. %a pièces d'or, pour moi,[/center]
c'est tout ce que ça vaut.[/center]
[/record]
Il n'y a pas un grand marché pour ces objets,[/center]
mais je peux le revendre. Je vous en donne[/center]
%a pièces d'or, un prix tout à fait honnête.[/center]
[/record]
Ouais, vous avez raison. Bonne qualité dans[/center]
l'ensemble. Je vous en offre un prix légèrement[/center]
supérieur au prix standard : %a pièces d'or.[/center]
[/end]"
265,"Je n'ai pas de temps à perdre avec[/center]
des gens comme vous. Je ne paierai[/center]
pas plus de %a pour ce déchet.[/center]
[/record]
%a pièces d'or, gamin.[/center]
C'est à prendre ou à laisser.[/center]
[/record]
Assez de marchandage maladroit, gamin.[/center]
Je vous en donne %a pièces d'or[/center]
et je n'irai pas plus haut.[/center]
Point final.[/center]
[/record]
Écoutez, %ra. Vous et moi savons tous les[/center]
deux que ça ne vaut pas plus que %a pièces[/center]
d'or, pas vrai ? Alors assez de prétentions.[/center]
Vous n'êtes pas obligé d'être d'accord,[/center]
mais c'est ce que je paierai pour ça.[/center]
[/end]"
266,"Une musique douce et des parfums d'encens[/center]
enchantent vos sens lorsque vous franchissez le[/center]
seuil. Chaque article du magasin est mis[/center]
en valeur avec soin. Aucun des objets exposés ne[/center]
semble présenter le moindre défaut.[/end]"
267,"Ce magasin est bien mieux achalandé que beaucoup.[/center]
Les articles sont proprement présentés sur les[/center]
étagères. Sans être luxueux, tous sont[/center]
fabriqués correctement et de grande qualité.[/end]"
268,"Ce magasin est disposé de manière[/center]
simple et efficace. Tous les articles[/center]
semblent être de bonne facture.[/center]
[/end]"
269,"Des étagères rustiques taillées dans[/center]
des rondins supportent les marchandises.[/center]
Les articles sont solides et fonctionnels,[/center]
mais sans plus.[/center]
[/end]"
270,"Des objets rouillés traînent là où on les[/center]
a laissés. Les marchandises sont de toute[/center]
évidence de mauvaise qualité. Une souris[/center]
détale entre vos jambes pour aller se[/center]
terrer dans un sac.[/end]"
282,"Félicitations ! Vous venez d'acheter un très[/center]
joli domicile, ici à %cn.[/center]
[/end]"
283,"Félicitations ! Vous avez acheté un[/center]
vaisseau solide capable de vous emmener[/center]
n'importe où dans la Baie d'Iliac.[/end]"
284,"Vous possédez déjà un bateau. Il faut le vendre[/center]
avant de pouvoir en acheter un autre.[/center]
[/end]"
285,"Ce n'est pas un port, ici, %pcn.[/center]
Il n'y a aucun bateau à vendre.[/center]
[/end]"
286,"Vous possédez déjà une maison. Il vous faut la vendre[/center]
avant que nous ne puissions vous en vendre une autre.[/center]
[/end]"
287,"Le marché ne satisfait pas l'offre. Il n'y a[/center]
aucune maison disponible pour le moment.[/center]
[/end]"
288,"%pcn, vous n'avez pas remboursé un précédent[/center]
prêt dans cette banque. On ne vous prêtera donc plus[/center]
le moindre sou en aucune circonstance.[/center]
Peut-être pourriez-vous aller voir une banque[/center]
dans une autre ville que %reg pour tenter[/center]
de les escroquer.[/center]
[/end]"
289,"Vous avez déjà souscrit un prêt dans cette banque.[/center]
Il doit être intégralement remboursé avant que[/center]
nous ne puissions vous en accorder un autre.[/center]
[/end]"
290,"Je suis sincèrement désolé, mais vous n'avez pas[/center]
cette somme sur votre compte.[/center]
[/end]"
291,"Dois-je comprendre que vous désirez[/center]
déposer toutes vos lettres de crédit ?[/end]"
292,"Vous n'avez pas cette somme sur votre compte.[/center]
J'ai besoin d'avoir le montant intégral[/center]
de cette lettre de crédit, plus un pour[/center]
cent d'honoraires.[/center]
[/end]"
293,"Nous ne signons pas de lettres de crédit[/center]
d'un montant inférieur à 100 pièces d'or.[/center]
[/end]"
294,"C'est très aimable à vous, mais nous[/center]
n'acceptons pas de paiements excédentaires.[/center]
Voici votre monnaie. Votre prêt est[/center]
maintenant intégralement remboursé.[/center]
[/end]"
295,"J'ai bien peur que nous ne puissions pas prêter autant[/center]
d'argent à une personne de votre standing. Pour vous,[/center]
notre limite est de %ml pièces d'or.[/center]
[/end]"
296,"Nous ne faisons pas de prêts d'un montant[/center]
inférieur à cent pièces d'or.[/center]
[/end]"
297,"Je réclame le dû de la banque de[/center]
%reg ! Vous n'avez pas fini de rembourser[/center]
votre prêt et devez maintenant payer la pénalité ![/center]
[/end]"
298,"Nous serions ravis d'acheter votre maison pour la[/center]
généreuse somme de %a pièces d'or.[/center]
Tout objet se trouvant dans la maison deviendra[/center]
la propriété de la banque. Êtes-vous d'accord[/center]
pour vendre votre maison maintenant ?[/center]
[/end]"
299,"Votre bateau vaut %a pièces d'or à nos yeux.[/center]
Notez que tout objet se trouvant sur le bateau[/center]
deviendra la propriété de la banque.[/center]
Voulez-vous vendre votre bateau maintenant ?[/center]
[/end]"
300,"Trois compétences primaires, trois majeures, et six mineures[/center]
doivent être sélectionnées avant de quitter.[/center]
[/end]"
301,"Donnez un nom à votre classe de personnage avant de quitter.[/center]
[/end]"
302,"La flèche d'attribut doit être à zéro avant de quitter.[/center]
[/end]"
303,"La balance de réputation doit être égale à zéro avant de quitter.[/center]
[/end]"
304,"Vous ne pouvez plus choisir un avantage supplémentaire.[/center]
[/end]"
305,"Vous ne pouvez plus choisir un autre inconvénient.[/center]
[/end]"
306,"La dague de difficulté de progression ne peut pas[/center]
être dans le rouge. Choisissez plus d'avantages pour[/center]
la relever ou plus d'inconvénients pour l'abaisser.[/center]
[/end]"
307,"RÉFLEXES détermine la vitesse générale du[/center]
jeu. Si vous choisissez TRÈS RAPIDES, les[/center]
monstres se déplaceront et attaqueront[/center]
rapidement, vous forçant à faire de même.[/center]
TRÈS LENTS indique que les monstres se[/center]
déplaceront et attaqueront lentement, vous[/center]
permettant d'avoir un jeu plus prudent et[/center]
réfléchi. Votre personnage avancera un peu[/center]
plus lentement avec des réflexes lents, et[/center]
un peu plus vite avec des réflexes élevés.[/center]
[/end]"
349,"Vous avez fini de flâner.[/center]
[/end]"
350,Vous êtes guéri.[/end]
351,Vous n'avez pas besoin de vous reposer.[/end]
352,Combien d'heures voulez-vous vous reposer ?[/end]
353,Vous vous réveillez.[/end]
354,Il y a des ennemis aux alentours.[/end]
355,Vous ne pouvez pas dormir maintenant.[/end]
360,"Nous avons reçu un avertissement à votre sujet, %pcn.[/center]
Vous n'avez pas remboursé un prêt dans l'une de nos[/center]
banques associées. Cet argent servira à compenser[/center]
cette mauvaise dette.[/center]
[/end]"
361,"This demo allows you access to this guild[/center]
function. Normally you would have to wait[/center]
until you reached a higher rank in the[/center]
guild before being allowed to use it.[/center]
[/end]"
362,"Daedra summoning is not available in[/center]
the demo version of Daggerfall.[/center]
[/end]"
363,"In the full version of Daggerfall, you[/center]
would have just received a skill increase.[/center]
However, in the demo version, your skills[/center]
are not allowed to exceed a score of 40.[/center]
[/end]"
364,"The time limit for the Daggerfall demo has[/center]
expired. You can find Daggerfall at your[/center]
local software store.[/center]
[/end]"
400,"Le dispositif de protection des enfants fait que[/center]
cette quête ne peut être réalisée.[/end]"
401,"La mort n'est pas toujours éternelle. Pour certains,[/center]
c'est simplement une question de temps. Maintenant[/center]
c'est à votre tour d'attendre. Soyez patient, et tout[/center]
sera révélé...[/center]
[/end]"
402,"Je suis le maître-espion. Je sais tout ce qui se passe[/center]
dans la baie d'Iliac. Les autres peuvent vous susurrer[/center]
des rumeurs, mais MES rumeurs sont toujours vraies.[/center]
[/end]"
403,"Voulez-vous restaurer les attributs de votre[/center]
personnage à leurs valeurs initiales ?[/center]
[/end]"
454,"Vous n'avez pas assez d'or.[/end]"
460,"Vous n'avez pas mérité de maison, %pcn.[/center]
Seuls les plus hauts membres de la guilde[/center]
peuvent bénéficier de maisons.[/center]
[/end]"
461,"Vous avez déjà reçu l'armure correspondant[/center]
à votre rang actuel. Quand vous aurez un[/center]
meilleur statut dans l'ordre je vous donnerai[/center]
une autre superbe pièce d'armure.[/center]
[/end]"
462,"J'ai une excellente propriété pour vous[/center]
%pcn! Je l'inscris sur votre carte.[/center]
[/end]"
463,"J'ai une très belle pièce d'armure pour vous.[/center]
[/end]"
465,"Je vois que votre magicka est faible. Vous, sorciers,[/center]
devriez vraiment faire plus attention.[/center]
Allez, laissez-moi vous recharger.[/center]
[/record]
Il est de coutume pour la guilde de recharger[/center]
la magicka des sorciers.[/center]
[/record]
Hmmm. Ça n'ira pas. On ne peut pas laisser[/center]
des sorciers de la guilde se balader avec[/center]
une magicka faible. Je vous recharge.[/center]
[/end]"
475,Château de Daggerfall.[/end]
476,Château de Wayrest.[/end]
477,Palais de Sentinel.[/end]
480,"Il n'y aura aucune invocation aujourd'hui.[/center]
Je vous suggère de faire un peu de recherche[/center]
personnelle et de trouver un jour où nous exécutons[/center]
des invocations.[/center]
[/record]
Nous n'invoquons pas aujourd'hui. Cela pourrait être une façon[/center]
intéressante de passer votre temps que de chercher dans la[/center]
bibliothèque de la guilde. Il y a un bon nombre[/center]
de livres décrivant l'invocation d'un daedra[/center]
et donnant les dates appropriées pour le faire.[/center]
[/end]"
481,"Aujourd'hui nous sommes le %dat, jour de l'invocation[/center]
de %dae. Voulez-vous, %pcn, risquer votre[/center]
vie et votre âme en invoquant[/center]
%dae sur notre monde terrestre ?[/center]
[/end]"
482,"Vous avez déjà invoqué %dae une fois.[/center]
Seul un fou chercherait à parler avec[/center]
%dae une seconde fois. Allez-vous en.[/center]
[/end]"
484,"%dae n'a pas daigné honorer notre monde cette nuit.[/center]
Revenez un autre jour si vous voulez parler à un daedra.[/center]
[/end]"
499,"Le fragment de parchemin montre l'endroit[/center]
où se trouve %map.[/center]
Vous l'enregistrez sur votre carte.[/center]
[/record]
Un vélin finement dessiné révèle le lieu secret[/center]
de %map, que vous enregistrez.[/center]
[/record]
Une carte fraîchement dessinée indique l'emplacement[/center]
oublié de %map, que vous recopiez.[/center]
[/end]"
